User-ID,ISBN,Book-Rating
15,679732411,9
16,679732411,10
371,679732454,10
371,679732470,8
371,679732489,0
1,679732489,0
371,679732497,0
1,679732497,0
2,679732497,9
3,679732497,7
4,679732497,8
371,679732500,6
371,679732519,8
1,679732519,10
371,679732543,7
371,679732578,0
1,679732578,7
2,679732578,0
371,679732608,0
371,679732705,0
1,679732705,0
371,679732764,10
1,679732764,8
2,679732764,0
3,679732764,10
4,679732764,0
5,679732764,6
6,679732764,0
7,679732764,0
8,679732764,0
9,679732764,0
10,679732764,8
371,679733035,0
1,679733035,0
2,679733035,7
3,679733035,0
4,679733035,0
371,679733086,0
371,679733094,8
371,679733108,8
371,679733140,8
371,679733159,8
371,679733167,7
1,679733167,0
371,679733272,0
371,679733345,0
371,679733485,3
1,679733485,0
2,679733485,9
3,679733485,5
4,679733485,9
371,679733558,0
1,679733558,0
371,679733760,7
1,679733760,5
2,679733760,0
3,679733760,8
4,679733760,7
5,679733760,10
371,679733787,9
371,679733817,0
371,679733825,0
1,679733825,9
2,679733825,0
371,679733876,10
371,679733930,0
371,679733957,8
1,679733957,0
371,679733973,0
1,679733973,7
2,679733973,8
371,679734031,0
1,679734031,10
2,679734031,0
371,679734058,0
1,679734058,6
2,679734058,6
3,679734058,0
4,679734058,0
5,679734058,5
6,679734058,0
7,679734058,0
371,679734120,10
371,679734155,10
371,679734163,0
371,679734392,0
371,679734406,0
371,679734449,8
371,679734457,0
1,679734457,9
371,679734465,10
1,679734465,0
2,679734465,0
3,679734465,10
371,679734481,6
1,679734481,5
2,679734481,8
371,679734511,0
371,679734570,0
1,679734570,0
2,679734570,10
3,679734570,0
371,679734589,6
1,679734589,10
2,679734589,7
371,679734627,10
1,679734627,5
2,679734627,0
371,679734678,0
371,679734740,0
371,679734775,6
1,679734775,8
2,679734775,5
3,679734775,0
4,679734775,9
5,679734775,7
6,679734775,9
7,679734775,0
8,679734775,0
9,679734775,9
10,679734775,10
11,679734775,9
12,679734775,0
13,679734775,0
14,679734775,0
15,679734775,0
16,679734775,7
17,679734775,10
18,679734775,0
19,679734775,5
20,679734775,0
21,679734775,0
22,679734775,9
23,679734775,0
24,679734775,0
371,679734813,8
371,679734856,0
1,679734856,8
2,679734856,0
371,679734953,0
371,679734996,0
1,679734996,9
371,679735011,8
371,679735186,5
1,679735186,0
2,679735186,9
3,679735186,0
4,679735186,9
5,679735186,5
6,679735186,2
7,679735186,0
8,679735186,0
9,679735186,0
371,679735259,0
1,679735259,9
371,679735291,0
1,679735291,0
2,679735291,0
371,679735429,0
371,679735461,0
1,679735461,0
371,679735666,9
1,679735666,6
2,679735666,0
3,679735666,0
4,679735666,10
5,679735666,10
6,679735666,0
7,679735666,10
8,679735666,0
9,679735666,5
371,679735739,5
1,679735739,8
2,679735739,7
3,679735739,3
371,679735747,10
371,679735771,0
1,679735771,4
2,679735771,8
3,679735771,0
4,679735771,0
5,679735771,0
6,679735771,0
7,679735771,6
8,679735771,0
9,679735771,9
10,679735771,0
11,679735771,2
12,679735771,8
13,679735771,10
14,679735771,6
15,679735771,10
16,679735771,8
17,679735771,0
18,679735771,9
19,679735771,0
20,679735771,0
21,679735771,0
22,679735771,6
23,679735771,0
24,679735771,0
25,679735771,8
26,679735771,0
27,679735771,0
371,679735798,0
371,679735879,8
1,679735879,7
2,679735879,5
371,679735909,8
1,679735909,0
2,679735909,0
3,679735909,10
4,679735909,0
5,679735909,6
6,679735909,0
7,679735909,0
8,679735909,10
9,679735909,0
10,679735909,0
11,679735909,0
12,679735909,7
13,679735909,0
14,679735909,0
15,679735909,5
16,679735909,0
17,679735909,0
18,679735909,10
19,679735909,10
20,679735909,0
21,679735909,8
22,679735909,0
23,679735909,0
24,679735909,0
25,679735909,0
26,679735909,8
27,679735909,8
371,679735933,0
1,679735933,0
371,679735976,0
1,679735976,0
371,679735984,6
1,679735984,0
371,679736042,5
1,679736042,0
2,679736042,7
3,679736042,0
4,679736042,0
5,679736042,8
6,679736042,0
7,679736042,0
8,679736042,10
9,679736042,0
10,679736042,0
11,679736042,0
12,679736042,0
13,679736042,9
14,679736042,0
15,679736042,8
16,679736042,0
17,679736042,7
371,679736085,0
371,679736093,7
371,679736131,0
371,679736166,0
371,679736174,0
371,679736220,8
371,679736247,8
371,679736298,0
371,679736301,0
1,679736301,10
371,679736328,0
1,679736328,10
2,679736328,8
371,679736336,0
371,679736344,8
1,679736344,0
371,679736360,0
1,679736360,0
371,679736379,5
1,679736379,8
2,679736379,7
3,679736379,0
4,679736379,9
5,679736379,0
6,679736379,10
7,679736379,0
8,679736379,0
9,679736379,0
10,679736379,0
371,679736395,10
1,679736395,5
2,679736395,4
3,679736395,9
4,679736395,8
5,679736395,7
6,679736395,0
7,679736395,10
371,679736409,0
371,679736417,8
1,679736417,0
2,679736417,10
371,679736476,0
371,679736514,0
371,679736522,0
1,679736522,8
2,679736522,0
371,679736530,9
371,679736549,5
371,679736638,7
1,679736638,0
371,679736646,0
1,679736646,5
2,679736646,0
3,679736646,5
371,679736654,0
1,679736654,0
2,679736654,9
3,679736654,7
371,679736662,8
1,679736662,0
371,679736727,0
1,679736727,0
2,679736727,6
371,679736743,0
371,679736786,0
371,679736808,5
371,679736875,9
1,679736875,9
2,679736875,2
371,679736891,0
1,679736891,0
2,679736891,9
371,679736980,0
371,679737324,7
371,679737332,0
1,679737332,0
371,679737383,0
1,679737383,8
2,679737383,0
3,679737383,0
4,679737383,0
371,679737391,10
371,679737413,0
1,679737413,10
371,679737456,0
1,679737456,0
2,679737456,0
371,679737898,0
1,679737898,7
2,679737898,0
371,679737995,0
371,679738045,0
371,679738053,0
371,679738061,8
371,679738126,0
1,679738126,8
2,679738126,4
371,679738134,0
1,679738134,8
371,679738142,7
1,679738142,0
371,679738169,0
371,679738282,9
371,679738290,0
371,679738347,0
371,679738568,10
1,679738568,7
2,679738568,10
3,679738568,0
4,679738568,0
5,679738568,0
371,679738576,0
371,679738711,0
1,679738711,0
2,679738711,8
371,679738762,9
371,679738835,0
371,679738908,9
1,679738908,0
371,679738932,0
371,679738959,10
371,679739335,8
371,679739424,0
371,679739785,0
371,679739793,9
1,679739793,0
2,679739793,0
3,679739793,0
4,679739793,9
371,679739890,8
371,679740074,8
1,679740074,0
371,679740104,0
1,679740104,0
2,679740104,7
3,679740104,0
4,679740104,9
371,679740147,8
371,679740163,8
371,679740198,0
1,679740198,10
2,679740198,8
371,679740244,10
371,679740392,7
371,679740538,0
1,679740538,7
371,679740678,7
1,679740678,0
2,679740678,8
3,679740678,0
4,679740678,8
5,679740678,1
6,679740678,7
7,679740678,5
371,679740732,0
371,679740775,8
1,679740775,0
371,679741011,5
1,679741011,0
2,679741011,7
3,679741011,0
371,679741135,10
371,679741151,7
1,679741151,9
2,679741151,8
3,679741151,9
371,679741283,10
371,679741305,0
371,679741356,0
371,679741410,6
371,679741488,10
371,679741666,0
1,679741666,0
2,679741666,0
3,679741666,10
4,679741666,0
5,679741666,0
6,679741666,0
7,679741666,10
8,679741666,9
9,679741666,0
10,679741666,6
371,679741836,0
1,679741836,9
2,679741836,9
3,679741836,0
4,679741836,0
5,679741836,0
6,679741836,0
371,679741879,0
1,679741879,0
2,679741879,0
371,679741895,0
371,679741925,9
371,679742115,6
1,679742115,0
2,679742115,10
3,679742115,8
4,679742115,0
5,679742115,7
371,679742220,8
371,679742298,0
1,679742298,0
2,679742298,10
3,679742298,7
4,679742298,0
5,679742298,0
6,679742298,0
7,679742298,0
8,679742298,7
9,679742298,8
10,679742298,0
11,679742298,0
12,679742298,0
13,679742298,7
14,679742298,10
15,679742298,0
16,679742298,0
17,679742298,9
18,679742298,0
19,679742298,7
20,679742298,0
21,679742298,0
22,679742298,7
371,679742301,0
1,679742301,0
2,679742301,9
371,679742395,10
371,679742409,7
371,679742417,0
371,679742433,4
1,679742433,0
2,679742433,8
371,679742441,0
1,679742441,0
371,679742565,6
1,679742565,7
2,679742565,0
371,679742581,0
1,679742581,10
371,679743081,0
1,679743081,0
2,679743081,0
371,679743111,10
1,679743111,0
371,679743243,5
1,679743243,7
2,679743243,0
3,679743243,7
371,679743324,0
371,679743405,0
371,679743464,0
1,679743464,0
2,679743464,9
3,679743464,0
4,679743464,7
5,679743464,10
6,679743464,10
7,679743464,0
8,679743464,0
371,679743472,0
371,679743650,9
1,679743650,0
2,679743650,0
3,679743650,0
4,679743650,7
371,679743685,0
1,679743685,9
2,679743685,9
371,679743758,10
371,679743774,10
1,679743774,8
371,679743839,7
1,679743839,7
371,679743944,0
371,679744029,0
371,679744177,5
371,679744398,0
1,679744398,0
2,679744398,8
3,679744398,5
4,679744398,0
5,679744398,6
6,679744398,0
7,679744398,7
8,679744398,0
9,679744398,0
10,679744398,0
11,679744398,8
12,679744398,0
13,679744398,0
14,679744398,8
15,679744398,0
16,679744398,10
17,679744398,0
18,679744398,0
19,679744398,0
20,679744398,0
21,679744398,0
22,679744398,0
23,679744398,10
24,679744398,0
25,679744398,0
26,679744398,0
27,679744398,0
28,679744398,0
29,679744398,0
30,679744398,7
31,679744398,0
371,679744460,9
1,679744460,0
2,679744460,10
371,679744479,7
1,679744479,7
2,679744479,8
3,679744479,0
371,679744495,0
371,679744614,0
1,679744614,0
371,679744665,0
1,679744665,0
2,679744665,4
3,679744665,0
371,679744681,0
371,679744940,7
371,679744983,7
371,679745068,0
1,679745068,6
371,679745130,10
371,679745203,9
1,679745203,0
2,679745203,9
3,679745203,0
4,679745203,8
5,679745203,5
6,679745203,0
7,679745203,8
8,679745203,0
9,679745203,7
10,679745203,10
11,679745203,5
12,679745203,0
13,679745203,7
14,679745203,0
15,679745203,0
16,679745203,0
17,679745203,10
18,679745203,0
19,679745203,0
20,679745203,9
21,679745203,0
22,679745203,8
23,679745203,0
24,679745203,0
25,679745203,0
26,679745203,0
27,679745203,0
28,679745203,6
29,679745203,0
30,679745203,0
31,679745203,8
32,679745203,4
33,679745203,6
34,679745203,7
35,679745203,9
36,679745203,0
37,679745203,0
38,679745203,0
39,679745203,0
40,679745203,0
41,679745203,7
42,679745203,0
43,679745203,0
44,679745203,0
45,679745203,0
46,679745203,7
47,679745203,0
48,679745203,0
49,679745203,0
50,679745203,0
51,679745203,5
52,679745203,0
53,679745203,0
54,679745203,10
55,679745203,8
56,679745203,0
57,679745203,0
58,679745203,7
59,679745203,0
60,679745203,0
61,679745203,8
62,679745203,7
63,679745203,0
64,679745203,0
65,679745203,6
66,679745203,0
67,679745203,0
68,679745203,8
69,679745203,0
70,679745203,0
371,679745211,9
1,679745211,0
371,679745238,0
371,679745327,0
1,679745327,0
371,679745408,0
1,679745408,8
2,679745408,8
371,679745424,0
1,679745424,0
371,679745580,0
1,679745580,8
2,679745580,8
3,679745580,0
4,679745580,10
5,679745580,0
6,679745580,7
7,679745580,7
8,679745580,9
9,679745580,0
10,679745580,0
11,679745580,0
12,679745580,0
371,679745645,7
1,679745645,3
2,679745645,6
3,679745645,0
371,679745653,0
1,679745653,5
2,679745653,8
3,679745653,0
4,679745653,0
5,679745653,0
6,679745653,8
7,679745653,0
8,679745653,0
9,679745653,10
10,679745653,9
371,679745661,9
371,679745688,0
1,679745688,0
2,679745688,0
3,679745688,8
4,679745688,0
5,679745688,8
371,679745785,0
1,679745785,0
371,679745793,0
371,679745858,0
371,679745890,0
371,679745963,7
371,679746048,0
1,679746048,0
2,679746048,7
3,679746048,0
4,679746048,5
5,679746048,5
6,679746048,9
7,679746048,9
8,679746048,0
9,679746048,0
10,679746048,0
11,679746048,0
12,679746048,6
13,679746048,8
14,679746048,0
15,679746048,0
16,679746048,9
17,679746048,0
18,679746048,7
19,679746048,7
20,679746048,0
21,679746048,0
22,679746048,0
23,679746048,7
24,679746048,2
25,679746048,0
26,679746048,6
27,679746048,0
28,679746048,9
29,679746048,7
30,679746048,0
31,679746048,0
32,679746048,0
33,679746048,0
34,679746048,0
35,679746048,8
36,679746048,8
37,679746048,0
38,679746048,7
39,679746048,5
40,679746048,7
41,679746048,7
42,679746048,0
43,679746048,0
44,679746048,0
45,679746048,9
46,679746048,0
47,679746048,9
48,679746048,0
49,679746048,0
50,679746048,8
51,679746048,0
52,679746048,8
53,679746048,0
54,679746048,7
55,679746048,7
56,679746048,7
57,679746048,0
58,679746048,7
59,679746048,0
60,679746048,0
61,679746048,0
62,679746048,7
63,679746048,0
371,679746129,0
371,679746315,0
1,679746315,10
2,679746315,0
3,679746315,0
371,679746536,7
371,679746641,0
371,679746692,5
1,679746692,0
2,679746692,9
3,679746692,8
371,679746749,5
371,679746757,0
371,679746870,0
371,679747044,7
371,679747060,0
371,679747877,0
371,679748083,9
1,679748083,0
2,679748083,10
3,679748083,10
4,679748083,0
371,679748091,0
1,679748091,8
2,679748091,9
371,679748148,2
1,679748148,10
371,679748156,8
1,679748156,4
371,679748210,0
1,679748210,0
371,679748253,9
1,679748253,9
2,679748253,0
3,679748253,0
4,679748253,2
371,679748261,0
1,679748261,0
2,679748261,8
371,679748296,0
371,679748318,9
1,679748318,5
371,679748369,7
371,679748407,10
371,679748644,10
371,679748989,0
1,679748989,0
371,679749004,9
371,679749020,7
371,679749047,9
371,679749268,10
371,679749292,0
1,679749292,8
371,679749470,0
371,679749519,0
1,679749519,0
371,679749527,8
371,679749535,8
1,679749535,7
371,679749810,0
1,679749810,9
371,679749837,0
371,679749845,7
1,679749845,0
2,679749845,0
3,679749845,0
4,679749845,0
371,679749861,0
371,679749888,0
371,679750150,0
1,679750150,0
2,679750150,8
371,679750169,0
1,679750169,0
2,679750169,8
3,679750169,10
4,679750169,8
5,679750169,7
371,679750185,9
371,679750290,0
371,679750304,0
371,679750533,9
1,679750533,0
2,679750533,0
3,679750533,7
371,679750703,0
371,679750789,0
1,679750789,0
2,679750789,0
3,679750789,9
4,679750789,0
371,679750800,0
371,679750932,0
1,679750932,7
2,679750932,7
3,679750932,0
371,679751068,0
371,679751114,8
1,679751114,6
2,679751114,7
3,679751114,6
371,679751130,0
371,679751149,0
1,679751149,8
371,679751203,0
1,679751203,9
2,679751203,7
3,679751203,6
371,679751254,0
371,679751319,0
1,679751319,0
2,679751319,0
3,679751319,5
4,679751319,0
5,679751319,5
6,679751319,6
7,679751319,9
8,679751319,0
9,679751319,0
371,679751343,0
1,679751343,8
2,679751343,8
3,679751343,7
4,679751343,0
5,679751343,9
371,679751521,0
1,679751521,0
2,679751521,10
3,679751521,5
4,679751521,8
5,679751521,8
6,679751521,0
7,679751521,8
8,679751521,9
9,679751521,0
10,679751521,0
11,679751521,0
12,679751521,8
13,679751521,0
14,679751521,0
15,679751521,5
16,679751521,0
17,679751521,8
18,679751521,0
19,679751521,8
20,679751521,0
21,679751521,0
22,679751521,0
23,679751521,9
24,679751521,0
25,679751521,8
26,679751521,7
27,679751521,0
28,679751521,8
29,679751521,0
30,679751521,7
371,679751602,10
1,679751602,6
2,679751602,0
3,679751602,8
4,679751602,9
5,679751602,9
6,679751602,0
7,679751602,6
8,679751602,6
9,679751602,0
10,679751602,0
11,679751602,10
12,679751602,0
13,679751602,0
14,679751602,10
15,679751602,7
16,679751602,9
371,679751750,0
1,679751750,0
2,679751750,0
371,679751769,0
371,679751823,0
371,679752455,8
371,679752471,9
1,679752471,5
2,679752471,0
371,679752501,6
371,679752536,7
1,679752536,0
371,679752560,0
371,679752617,0
371,679752684,0
1,679752684,0
2,679752684,0
371,679752706,7
371,679752854,0
371,679752927,0
1,679752927,8
2,679752927,7
371,679752986,7
371,679753052,0
371,679753117,6
371,679753338,0
1,679753338,7
2,679753338,9
3,679753338,3
4,679753338,0
371,679753362,0
371,679753370,0
1,679753370,5
371,679753761,0
371,679753796,0
1,679753796,0
2,679753796,0
3,679753796,0
4,679753796,9
5,679753796,0
371,679753826,0
1,679753826,8
2,679753826,0
371,679753834,5
1,679753834,8
2,679753834,0
371,679754059,0
1,679754059,10
2,679754059,0
371,679754342,0
371,679754474,9
371,679754857,6
1,679754857,0
371,679754865,0
371,679754881,9
1,679754881,9
371,679754911,0
371,679754938,4
1,679754938,10
371,679755047,0
371,679755179,7
371,679755225,6
1,679755225,7
371,679755268,5
371,679755276,10
371,679755330,0
1,679755330,7
2,679755330,10
3,679755330,8
371,679755403,5
1,679755403,9
371,679755454,8
371,679755624,8
1,679755624,9
2,679755624,0
3,679755624,0
371,679755705,8
371,679755756,8
371,679756094,9
371,679756434,0
371,679756450,0
1,679756450,0
2,679756450,0
3,679756450,0
4,679756450,0
371,679756760,9
1,679756760,0
2,679756760,0
3,679756760,0
4,679756760,0
5,679756760,0
371,679756868,8
371,679756973,8
1,679756973,0
2,679756973,7
3,679756973,0
371,679757015,3
1,679757015,0
371,679757031,0
371,679757821,9
371,679757899,0
1,679757899,0
2,679757899,0
371,679757945,8
371,679758380,7
371,679758410,0
371,679758461,8
1,679758461,0
2,679758461,0
3,679758461,9
371,679758542,0
371,679758941,0
1,679758941,0
371,679759042,7
371,679759069,0
1,679759069,0
371,679759263,0
1,679759263,8
2,679759263,0
3,679759263,5
371,679759271,0
371,679759328,9
1,679759328,0
2,679759328,0
3,679759328,0
4,679759328,0
371,679759336,7
1,679759336,0
2,679759336,0
3,679759336,7
4,679759336,0
371,679760229,8
1,679760229,0
371,679760237,10
371,679760369,0
371,679760377,0
1,679760377,4
2,679760377,0
3,679760377,6
4,679760377,0
5,679760377,7
371,679760571,8
371,679760806,8
1,679760806,8
2,679760806,0
3,679760806,0
4,679760806,5
5,679760806,8
6,679760806,0
7,679760806,0
371,679760849,0
1,679760849,0
2,679760849,0
3,679760849,8
371,679761047,0
1,679761047,0
2,679761047,0
3,679761047,0
371,679761055,7
371,679761276,8
371,679761284,0
371,679761640,0
371,679761659,0
1,679761659,0
371,679761802,8
1,679761802,0
371,679761810,0
371,679761829,7
371,679761837,7
1,679761837,0
2,679761837,0
3,679761837,10
371,679762051,6
1,679762051,0
2,679762051,7
371,679762094,0
1,679762094,9
2,679762094,9
3,679762094,0
4,679762094,0
371,679762108,0
1,679762108,7
2,679762108,9
3,679762108,0
4,679762108,0
5,679762108,0
6,679762108,8
371,679762310,7
1,679762310,0
371,679762655,0
1,679762655,0
2,679762655,0
3,679762655,8
371,679762671,10
1,679762671,9
2,679762671,0
3,679762671,10
4,679762671,7
371,679762698,0
1,679762698,0
2,679762698,0
3,679762698,7
371,679762701,0
371,679762876,0
371,679762892,0
371,679762906,0
1,679762906,10
371,679763309,10
1,679763309,0
2,679763309,8
3,679763309,0
4,679763309,0
5,679763309,0
6,679763309,0
7,679763309,0
371,679763384,7
1,679763384,9
371,679763937,0
1,679763937,0
371,679763996,8
1,679763996,10
2,679763996,0
3,679763996,0
371,679764003,9
371,679764011,10
371,679764046,0
371,679764089,10
371,679764275,10
371,679764410,0
1,679764410,5
371,679764860,8
371,679764895,0
1,679764895,5
2,679764895,8
3,679764895,0
4,679764895,10
5,679764895,10
371,679764925,8
1,679764925,0
2,679764925,0
3,679764925,0
4,679764925,7
5,679764925,0
6,679764925,0
7,679764925,6
8,679764925,5
371,679765018,0
1,679765018,0
371,679765050,9
371,679765123,0
371,679765204,6
371,679765425,0
371,679765557,7
371,679765611,10
371,679765891,9
371,679766588,0
371,679766626,0
1,679766626,5
2,679766626,0
3,679766626,0
4,679766626,4
5,679766626,0
6,679766626,0
7,679766626,0
8,679766626,8
9,679766626,0
10,679766626,6
371,679766758,10
1,679766758,8
2,679766758,0
371,679766766,0
371,679767088,9
1,679767088,0
371,679767096,9
371,679767185,0
1,679767185,0
2,679767185,0
3,679767185,7
4,679767185,0
371,679767193,0
371,679767207,5
1,679767207,0
2,679767207,3
3,679767207,0
4,679767207,0
371,679767223,0
1,679767223,8
2,679767223,8
371,679767304,0
1,679767304,9
371,679767398,7
1,679767398,9
2,679767398,0
371,679767487,5
1,679767487,0
371,679767495,8
371,679767762,6
371,679767770,7
1,679767770,0
371,679767789,0
1,679767789,0
2,679767789,9
371,679767800,7
1,679767800,10
2,679767800,10
3,679767800,8
371,679767819,0
1,679767819,0
2,679767819,6
371,679767835,0
371,679767843,8
371,679767851,0
1,679767851,0
371,679767908,8
371,679767924,0
1,679767924,10
2,679767924,9
3,679767924,7
371,679767959,8
1,679767959,6
2,679767959,7
3,679767959,0
4,679767959,0
371,679768114,2
371,679768149,0
1,679768149,0
371,679768157,5
371,679768165,0
371,679768173,7
371,679768203,4
1,679768203,8
371,679768521,0
371,679768548,0
1,679768548,0
371,679768645,0
371,679768653,0
70,679768858,6
71,679768858,7
70,679769420,0
70,679769439,4
71,679769439,0
70,679769447,0
71,679769447,0
72,679769447,0
73,679769447,0
74,679769447,0
70,679769501,8
70,679769781,8
71,679769781,8
72,679769781,0
73,679769781,0
74,679769781,0
75,679769781,9
76,679769781,0
70,679769811,8
71,679769811,0
70,679770038,9
70,679770151,10
71,679770151,0
72,679770151,0
73,679770151,0
74,679770151,8
70,679770232,5
71,679770232,0
70,679770410,8
70,679771336,0
70,679771468,0
71,679771468,6
72,679771468,0
70,679771476,7
71,679771476,0
72,679771476,8
73,679771476,0
74,679771476,0
75,679771476,0
76,679771476,0
77,679771476,8
78,679771476,0
79,679771476,0
80,679771476,6
81,679771476,0
82,679771476,0
83,679771476,0
70,679771492,0
70,679771832,10
71,679771832,7
72,679771832,8
70,679772596,0
70,679772669,0
71,679772669,9
72,679772669,0
73,679772669,8
74,679772669,8
70,679772677,7
71,679772677,0
72,679772677,0
73,679772677,7
74,679772677,0
75,679772677,0
76,679772677,0
77,679772677,0
78,679772677,0
79,679772677,0
80,679772677,0
81,679772677,8
82,679772677,0
83,679772677,10
84,679772677,0
85,679772677,0
86,679772677,0
87,679772677,0
88,679772677,0
89,679772677,8
90,679772677,0
91,679772677,0
92,679772677,0
93,679772677,0
94,679772677,0
95,679772677,8
96,679772677,0
97,679772677,0
98,679772677,0
99,679772677,0
100,679772677,0
101,679772677,6
102,679772677,0
103,679772677,0
104,679772677,0
70,679772685,0
71,679772685,9
70,679772715,0
71,679772715,0
70,679772871,10
70,679772898,8
70,679772936,0
70,679773258,8
70,679773533,0
71,679773533,0
72,679773533,0
73,679773533,0
70,679774025,8
71,679774025,6
72,679774025,10
73,679774025,0
74,679774025,0
75,679774025,0
76,679774025,0
77,679774025,0
78,679774025,10
79,679774025,0
80,679774025,0
70,679774033,5
70,679774084,7
70,679774106,0
70,679774122,10
70,679774173,0
70,679774181,0
71,679774181,0
70,679774327,0
71,679774327,0
70,679774386,8
71,679774386,0
72,679774386,10
73,679774386,0
74,679774386,0
75,679774386,0
76,679774386,4
77,679774386,0
78,679774386,0
79,679774386,0
70,679774424,10
70,679775439,8
71,679775439,3
72,679775439,6
73,679775439,10
74,679775439,7
75,679775439,0
76,679775439,10
77,679775439,0
78,679775439,10
79,679775439,0
80,679775439,0
81,679775439,0
70,679775471,8
70,679776133,0
70,679776214,6
71,679776214,0
70,679776230,0
70,679776362,0
71,679776362,8
72,679776362,8
70,679776419,0
71,679776419,5
70,679776478,0
70,679776508,0
71,679776508,5
72,679776508,0
70,679776591,0
71,679776591,10
72,679776591,0
73,679776591,0
74,679776591,7
75,679776591,7
76,679776591,0
77,679776591,0
78,679776591,7
79,679776591,0
80,679776591,0
81,679776591,0
70,679776818,8
71,679776818,0
72,679776818,9
73,679776818,8
74,679776818,10
75,679776818,0
76,679776818,0
77,679776818,7
78,679776818,0
79,679776818,0
80,679776818,0
81,679776818,0
82,679776818,6
70,679777377,0
70,679777423,7
71,679777423,7
72,679777423,8
73,679777423,0
74,679777423,10
75,679777423,0
70,679777431,8
71,679777431,9
72,679777431,10
73,679777431,0
74,679777431,10
75,679777431,0
70,679777458,9
70,679777466,9
70,679777474,9
70,679777482,10
70,679777504,9
71,679777504,0
72,679777504,9
70,679777547,10
71,679777547,6
72,679777547,9
73,679777547,8
74,679777547,0
75,679777547,0
76,679777547,8
77,679777547,0
78,679777547,0
79,679777547,6
70,679777601,10
71,679777601,7
72,679777601,0
70,679778314,6
70,679778829,0
70,679779086,0
70,679779116,0
70,679779159,8
71,679779159,0
70,679781277,0
71,679781277,0
72,679781277,0
73,679781277,9
74,679781277,5
75,679781277,0
76,679781277,0
77,679781277,0
70,679781307,8
71,679781307,0
72,679781307,8
73,679781307,0
74,679781307,0
70,679781323,5
71,679781323,0
70,679781358,0
71,679781358,8
72,679781358,5
73,679781358,0
74,679781358,0
